@relation pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S5.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S5.0-C12-L5

@attribute Px numeric
@attribute Py numeric
@attribute PDir {North,South,East,West,Stop}
@attribute DistanceToGhost1 numeric
@attribute DistanceToGhost2 numeric
@attribute DistanceToGhost3 numeric
@attribute DistanceToGhost4 numeric
@attribute North {0,1}
@attribute South {0,1}
@attribute West {0,1}
@attribute East {0,1}
@attribute Action {North,South,East,West,Stop}

@data
13,5,South,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,North
15,6,North,-1,-1,-1,3,1,1,0,0,North
15,7,North,-1,-1,-1,2,0,1,0,1,East
16,7,East,-1,-1,-1,1,0,0,1,1,East
8,1,West,4,6,7,15,1,0,1,1,North
8,2,North,3,5,6,14,1,1,0,0,North
8,3,North,2,4,5,13,0,1,0,1,East
9,3,East,3,3,4,12,1,0,1,1,North
9,4,North,2,2,3,11,1,1,0,0,North
9,5,North,1,1,2,10,1,1,1,1,West
8,5,West,-1,2,3,11,0,0,1,1,West
7,5,West,-1,3,4,12,0,0,1,1,West
6,5,West,-1,4,5,13,1,1,1,1,North
6,6,North,-1,5,6,12,1,1,0,0,North
6,7,North,-1,6,7,11,0,1,0,1,East
7,7,East,-1,5,6,10,0,0,1,1,East
8,7,East,-1,4,5,9,0,0,1,1,East
9,7,East,-1,3,4,8,0,1,1,1,South
9,6,South,-1,2,3,9,1,1,0,1,South
9,5,South,-1,1,2,10,1,1,1,1,East
10,5,East,-1,-1,1,9,1,0,1,1,East
11,5,East,-1,-1,-1,8,0,0,1,0,West
10,5,West,-1,-1,-1,9,1,0,1,1,North
10,6,North,-1,-1,-1,8,1,1,1,0,North
10,7,North,-1,-1,-1,7,0,1,1,1,East
11,7,East,-1,-1,-1,6,0,0,1,1,East
12,7,East,-1,-1,-1,5,0,0,1,1,East
13,7,East,-1,-1,-1,4,0,1,1,0,South
13,6,South,-1,-1,-1,5,1,1,0,0,South
13,5,South,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,North
15,6,North,-1,-1,-1,3,1,1,0,0,North
15,7,North,-1,-1,-1,2,0,1,0,1,East
16,7,East,-1,-1,-1,1,0,0,1,1,East
8,1,West,4,6,7,15,1,0,1,1,North
8,2,North,3,5,6,14,1,1,0,0,North
8,3,North,2,4,5,13,0,1,0,1,East
9,3,East,3,3,4,12,1,0,1,1,North
9,4,North,2,2,3,11,1,1,0,0,North
9,5,North,1,1,2,10,1,1,1,1,West
8,5,West,-1,2,3,11,0,0,1,1,West
7,5,West,-1,3,4,12,0,0,1,1,West
6,5,West,-1,4,5,13,1,1,1,1,North
6,6,North,-1,5,6,12,1,1,0,0,North
6,7,North,-1,6,7,11,0,1,0,1,East
7,7,East,-1,5,6,10,0,0,1,1,East
8,7,East,-1,4,5,9,0,0,1,1,East
9,7,East,-1,3,4,8,0,1,1,1,South
9,6,South,-1,2,3,9,1,1,0,1,South
9,5,South,-1,1,2,10,1,1,1,1,East
10,5,East,-1,-1,1,9,1,0,1,1,East
11,5,East,-1,-1,-1,8,0,0,1,0,West
10,5,West,-1,-1,-1,9,1,0,1,1,North
10,6,North,-1,-1,-1,8,1,1,1,0,North
10,7,North,-1,-1,-1,7,0,1,1,1,East
11,7,East,-1,-1,-1,6,0,0,1,1,East
12,7,East,-1,-1,-1,5,0,0,1,1,East
13,7,East,-1,-1,-1,4,0,1,1,0,South
13,6,South,-1,-1,-1,5,1,1,0,0,South
13,5,South,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,North
15,6,North,-1,-1,-1,3,1,1,0,0,North
15,7,North,-1,-1,-1,2,0,1,0,1,East
16,7,East,-1,-1,-1,1,0,0,1,1,East
8,1,West,4,6,7,15,1,0,1,1,North
8,2,North,3,5,6,14,1,1,0,0,North
8,3,North,2,4,5,13,0,1,0,1,East
9,3,East,3,3,4,12,1,0,1,1,North
9,4,North,2,2,3,11,1,1,0,0,North
9,5,North,1,1,2,10,1,1,1,1,West
8,5,West,-1,2,3,11,0,0,1,1,West
7,5,West,-1,3,4,12,0,0,1,1,West
6,5,West,-1,4,5,13,1,1,1,1,North
6,6,North,-1,5,6,12,1,1,0,0,North
6,7,North,-1,6,7,11,0,1,0,1,East
7,7,East,-1,5,6,10,0,0,1,1,East
8,7,East,-1,4,5,9,0,0,1,1,East
9,7,East,-1,3,4,8,0,1,1,1,South
9,6,South,-1,2,3,9,1,1,0,1,South
9,5,South,-1,1,2,10,1,1,1,1,East
10,5,East,-1,-1,1,9,1,0,1,1,East
11,5,East,-1,-1,-1,8,0,0,1,0,West
10,5,West,-1,-1,-1,9,1,0,1,1,North
10,6,North,-1,-1,-1,8,1,1,1,0,North
10,7,North,-1,-1,-1,7,0,1,1,1,East
11,7,East,-1,-1,-1,6,0,0,1,1,East
12,7,East,-1,-1,-1,5,0,0,1,1,East
13,7,East,-1,-1,-1,4,0,1,1,0,South
13,6,South,-1,-1,-1,5,1,1,0,0,South
13,5,South,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,North
15,6,North,-1,-1,-1,3,1,1,0,0,North
15,7,North,-1,-1,-1,2,0,1,0,1,East
16,7,East,-1,-1,-1,1,0,0,1,1,East
8,1,West,4,6,7,15,1,0,1,1,North
8,2,North,3,5,6,14,1,1,0,0,North
8,3,North,2,4,5,13,0,1,0,1,East
9,3,East,3,3,4,12,1,0,1,1,North
9,4,North,2,2,3,11,1,1,0,0,North
9,5,North,1,1,2,10,1,1,1,1,West
8,5,West,-1,2,3,11,0,0,1,1,West
7,5,West,-1,3,4,12,0,0,1,1,West
6,5,West,-1,4,5,13,1,1,1,1,North
6,6,North,-1,5,6,12,1,1,0,0,North
6,7,North,-1,6,7,11,0,1,0,1,East
7,7,East,-1,5,6,10,0,0,1,1,East
8,7,East,-1,4,5,9,0,0,1,1,East
9,7,East,-1,3,4,8,0,1,1,1,South
9,6,South,-1,2,3,9,1,1,0,1,South
9,5,South,-1,1,2,10,1,1,1,1,East
10,5,East,-1,-1,1,9,1,0,1,1,East
11,5,East,-1,-1,-1,8,0,0,1,0,West
10,5,West,-1,-1,-1,9,1,0,1,1,North
10,6,North,-1,-1,-1,8,1,1,1,0,North
10,7,North,-1,-1,-1,7,0,1,1,1,East
11,7,East,-1,-1,-1,6,0,0,1,1,East
12,7,East,-1,-1,-1,5,0,0,1,1,East
13,7,East,-1,-1,-1,4,0,1,1,0,South
13,6,South,-1,-1,-1,5,1,1,0,0,South
13,5,South,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,North
15,6,North,-1,-1,-1,3,1,1,0,0,North
15,7,North,-1,-1,-1,2,0,1,0,1,East
16,7,East,-1,-1,-1,1,0,0,1,1,East
8,1,West,4,6,7,15,1,0,1,1,North
8,2,North,3,5,6,14,1,1,0,0,North
8,3,North,2,4,5,13,0,1,0,1,East
9,3,East,3,3,4,12,1,0,1,1,North
9,4,North,2,2,3,11,1,1,0,0,North
9,5,North,1,1,2,10,1,1,1,1,West
8,5,West,-1,2,3,11,0,0,1,1,West
7,5,West,-1,3,4,12,0,0,1,1,West
6,5,West,-1,4,5,13,1,1,1,1,North
6,6,North,-1,5,6,12,1,1,0,0,North
6,7,North,-1,6,7,11,0,1,0,1,East
7,7,East,-1,5,6,10,0,0,1,1,East
8,7,East,-1,4,5,9,0,0,1,1,East
9,7,East,-1,3,4,8,0,1,1,1,South
9,6,South,-1,2,3,9,1,1,0,1,South
9,5,South,-1,1,2,10,1,1,1,1,East
10,5,East,-1,-1,1,9,1,0,1,1,East
11,5,East,-1,-1,-1,8,0,0,1,0,West
10,5,West,-1,-1,-1,9,1,0,1,1,North
10,6,North,-1,-1,-1,8,1,1,1,0,North
10,7,North,-1,-1,-1,7,0,1,1,1,East
11,7,East,-1,-1,-1,6,0,0,1,1,East
12,7,East,-1,-1,-1,5,0,0,1,1,East
13,7,East,-1,-1,-1,4,0,1,1,0,South
13,6,South,-1,-1,-1,5,1,1,0,0,South
13,5,South,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,North
15,6,North,-1,-1,-1,3,1,1,0,0,North
15,7,North,-1,-1,-1,2,0,1,0,1,East
16,7,East,-1,-1,-1,1,0,0,1,1,East
8,1,West,4,6,7,15,1,0,1,1,North
8,2,North,3,5,6,14,1,1,0,0,North
8,3,North,2,4,5,13,0,1,0,1,East
9,3,East,3,3,4,12,1,0,1,1,North
9,4,North,2,2,3,11,1,1,0,0,North
9,5,North,1,1,2,10,1,1,1,1,West
8,5,West,-1,2,3,11,0,0,1,1,West
7,5,West,-1,3,4,12,0,0,1,1,West
6,5,West,-1,4,5,13,1,1,1,1,North
6,6,North,-1,5,6,12,1,1,0,0,North
6,7,North,-1,6,7,11,0,1,0,1,East
7,7,East,-1,5,6,10,0,0,1,1,East
8,7,East,-1,4,5,9,0,0,1,1,East
9,7,East,-1,3,4,8,0,1,1,1,South
9,6,South,-1,2,3,9,1,1,0,1,South
9,5,South,-1,1,2,10,1,1,1,1,East
10,5,East,-1,-1,1,9,1,0,1,1,East
11,5,East,-1,-1,-1,8,0,0,1,0,West
10,5,West,-1,-1,-1,9,1,0,1,1,North
10,6,North,-1,-1,-1,8,1,1,1,0,North
10,7,North,-1,-1,-1,7,0,1,1,1,East
11,7,East,-1,-1,-1,6,0,0,1,1,East
12,7,East,-1,-1,-1,5,0,0,1,1,East
13,7,East,-1,-1,-1,4,0,1,1,0,South
13,6,South,-1,-1,-1,5,1,1,0,0,South
13,5,South,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,North
15,6,North,-1,-1,-1,3,1,1,0,0,North
15,7,North,-1,-1,-1,2,0,1,0,1,East
16,7,East,-1,-1,-1,1,0,0,1,1,East
8,1,West,4,6,7,15,1,0,1,1,North
8,2,North,3,5,6,14,1,1,0,0,North
8,3,North,2,4,5,13,0,1,0,1,East
9,3,East,3,3,4,12,1,0,1,1,North
9,4,North,2,2,3,11,1,1,0,0,North
9,5,North,1,1,2,10,1,1,1,1,West
8,5,West,-1,2,3,11,0,0,1,1,West
7,5,West,-1,3,4,12,0,0,1,1,West
6,5,West,-1,4,5,13,1,1,1,1,North
6,6,North,-1,5,6,12,1,1,0,0,North
6,7,North,-1,6,7,11,0,1,0,1,East
7,7,East,-1,5,6,10,0,0,1,1,East
8,7,East,-1,4,5,9,0,0,1,1,East
9,7,East,-1,3,4,8,0,1,1,1,South
9,6,South,-1,2,3,9,1,1,0,1,South
9,5,South,-1,1,2,10,1,1,1,1,East
10,5,East,-1,-1,1,9,1,0,1,1,East
11,5,East,-1,-1,-1,8,0,0,1,0,West
10,5,West,-1,-1,-1,9,1,0,1,1,North
10,6,North,-1,-1,-1,8,1,1,1,0,North
10,7,North,-1,-1,-1,7,0,1,1,1,East
11,7,East,-1,-1,-1,6,0,0,1,1,East
12,7,East,-1,-1,-1,5,0,0,1,1,East
13,7,East,-1,-1,-1,4,0,1,1,0,South
13,6,South,-1,-1,-1,5,1,1,0,0,South
13,5,South,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,North
15,6,North,-1,-1,-1,3,1,1,0,0,North
15,7,North,-1,-1,-1,2,0,1,0,1,East
16,7,East,-1,-1,-1,1,0,0,1,1,East
8,1,West,4,6,7,15,1,0,1,1,North
8,2,North,3,5,6,14,1,1,0,0,North
8,3,North,2,4,5,13,0,1,0,1,East
9,3,East,3,3,4,12,1,0,1,1,North
9,4,North,2,2,3,11,1,1,0,0,North
9,5,North,1,1,2,10,1,1,1,1,West
8,5,West,-1,2,3,11,0,0,1,1,West
7,5,West,-1,3,4,12,0,0,1,1,West
6,5,West,-1,4,5,13,1,1,1,1,North
6,6,North,-1,5,6,12,1,1,0,0,North
6,7,North,-1,6,7,11,0,1,0,1,East
7,7,East,-1,5,6,10,0,0,1,1,East
8,7,East,-1,4,5,9,0,0,1,1,East
9,7,East,-1,3,4,8,0,1,1,1,South
9,6,South,-1,2,3,9,1,1,0,1,South
9,5,South,-1,1,2,10,1,1,1,1,East
10,5,East,-1,-1,1,9,1,0,1,1,East
11,5,East,-1,-1,-1,8,0,0,1,0,West
10,5,West,-1,-1,-1,9,1,0,1,1,North
10,6,North,-1,-1,-1,8,1,1,1,0,North
10,7,North,-1,-1,-1,7,0,1,1,1,East
11,7,East,-1,-1,-1,6,0,0,1,1,East
12,7,East,-1,-1,-1,5,0,0,1,1,East
13,7,East,-1,-1,-1,4,0,1,1,0,South
13,6,South,-1,-1,-1,5,1,1,0,0,South
13,5,South,-1,-1,-1,6,1,1,0,1,East
14,5,East,-1,-1,-1,5,0,0,1,1,East
15,5,East,-1,-1,-1,4,1,0,1,1,North
15,6,North,-1,-1,-1,3,1,1,0,0,North
15,7,North,-1,-1,-1,2,0,1,0,1,East
16,7,East,-1,-1,-1,1,0,0,1,1,East
1,5,South,6,8,12,16,1,1,0,0,South
1,4,South,5,9,11,17,1,1,0,1,East
2,4,East,4,8,10,16,0,1,1,1,East
3,4,East,3,7,9,15,0,1,1,1,East
4,4,East,2,6,8,14,0,1,1,1,East
5,4,East,1,5,7,13,0,1,1,1,East
6,4,East,-1,4,6,12,0,1,1,1,East
7,4,East,-1,3,5,11,1,1,1,1,North
7,5,North,-1,2,6,10,1,1,0,0,North
7,6,North,-1,1,7,9,0,1,1,1,East
8,6,East,-1,-1,6,8,0,0,1,1,East
9,6,East,-1,-1,5,7,0,0,1,1,East
10,6,East,-1,-1,4,6,0,0,1,1,East
11,6,East,-1,-1,3,5,0,0,1,1,East
12,6,East,-1,-1,4,4,0,0,1,1,East
13,6,East,-1,-1,5,3,0,0,1,1,East
14,6,East,-1,-1,6,2,0,1,1,1,East
15,6,East,-1,-1,7,1,0,0,1,1,East
16,6,East,-1,-1,8,-1,0,1,1,1,South
16,5,South,-1,-1,7,-1,1,1,0,0,South
16,4,South,-1,-1,6,-1,1,1,1,1,South
16,3,South,-1,-1,5,-1,1,0,1,1,West
15,3,West,-1,-1,4,-1,1,0,1,1,West
14,3,West,-1,-1,3,-1,1,0,1,1,West
13,3,West,-1,-1,2,-1,1,0,1,1,West
12,3,West,-1,-1,1,-1,1,0,1,1,West
1,5,South,6,8,12,16,1,1,0,0,South
1,4,South,5,9,11,17,1,1,0,1,East
2,4,East,4,8,10,16,0,1,1,1,East
3,4,East,3,7,9,15,0,1,1,1,East
4,4,East,2,6,8,14,0,1,1,1,East
5,4,East,1,5,7,13,0,1,1,1,East
6,4,East,-1,4,6,12,0,1,1,1,East
7,4,East,-1,3,5,11,1,1,1,1,North
7,5,North,-1,2,6,10,1,1,0,0,North
7,6,North,-1,1,7,9,0,1,1,1,East
8,6,East,-1,-1,6,8,0,0,1,1,East
9,6,East,-1,-1,5,7,0,0,1,1,East
10,6,East,-1,-1,4,6,0,0,1,1,East
11,6,East,-1,-1,3,5,0,0,1,1,East
12,6,East,-1,-1,4,4,0,0,1,1,East
13,6,East,-1,-1,5,3,0,0,1,1,East
14,6,East,-1,-1,6,2,0,1,1,1,East
15,6,East,-1,-1,7,1,0,0,1,1,East
16,6,East,-1,-1,8,-1,0,1,1,1,South
16,5,South,-1,-1,7,-1,1,1,0,0,South
16,4,South,-1,-1,6,-1,1,1,1,1,South
16,3,South,-1,-1,5,-1,1,0,1,1,West
15,3,West,-1,-1,4,-1,1,0,1,1,West
14,3,West,-1,-1,3,-1,1,0,1,1,West
13,3,West,-1,-1,2,-1,1,0,1,1,West
12,3,West,-1,-1,1,-1,1,0,1,1,West
1,5,South,6,8,12,16,1,1,0,0,South
1,4,South,5,9,11,17,1,1,0,1,East
2,4,East,4,8,10,16,0,1,1,1,East
3,4,East,3,7,9,15,0,1,1,1,East
4,4,East,2,6,8,14,0,1,1,1,East
5,4,East,1,5,7,13,0,1,1,1,East
6,4,East,-1,4,6,12,0,1,1,1,East
7,4,East,-1,3,5,11,1,1,1,1,North
7,5,North,-1,2,6,10,1,1,0,0,North
7,6,North,-1,1,7,9,0,1,1,1,East
8,6,East,-1,-1,6,8,0,0,1,1,East
9,6,East,-1,-1,5,7,0,0,1,1,East
10,6,East,-1,-1,4,6,0,0,1,1,East
11,6,East,-1,-1,3,5,0,0,1,1,East
12,6,East,-1,-1,4,4,0,0,1,1,East
13,6,East,-1,-1,5,3,0,0,1,1,East
14,6,East,-1,-1,6,2,0,1,1,1,East
15,6,East,-1,-1,7,1,0,0,1,1,East
16,6,East,-1,-1,8,-1,0,1,1,1,South
16,5,South,-1,-1,7,-1,1,1,0,0,South
16,4,South,-1,-1,6,-1,1,1,1,1,South
16,3,South,-1,-1,5,-1,1,0,1,1,West
15,3,West,-1,-1,4,-1,1,0,1,1,West
14,3,West,-1,-1,3,-1,1,0,1,1,West
13,3,West,-1,-1,2,-1,1,0,1,1,West
12,3,West,-1,-1,1,-1,1,0,1,1,West
1,5,South,6,8,12,16,1,1,0,0,South
1,4,South,5,9,11,17,1,1,0,1,East
2,4,East,4,8,10,16,0,1,1,1,East
3,4,East,3,7,9,15,0,1,1,1,East
4,4,East,2,6,8,14,0,1,1,1,East
5,4,East,1,5,7,13,0,1,1,1,East
6,4,East,-1,4,6,12,0,1,1,1,East
7,4,East,-1,3,5,11,1,1,1,1,North
7,5,North,-1,2,6,10,1,1,0,0,North
7,6,North,-1,1,7,9,0,1,1,1,East
8,6,East,-1,-1,6,8,0,0,1,1,East
9,6,East,-1,-1,5,7,0,0,1,1,East
10,6,East,-1,-1,4,6,0,0,1,1,East
11,6,East,-1,-1,3,5,0,0,1,1,East
12,6,East,-1,-1,4,4,0,0,1,1,East
13,6,East,-1,-1,5,3,0,0,1,1,East
14,6,East,-1,-1,6,2,0,1,1,1,East
15,6,East,-1,-1,7,1,0,0,1,1,East
16,6,East,-1,-1,8,-1,0,1,1,1,South
16,5,South,-1,-1,7,-1,1,1,0,0,South
16,4,South,-1,-1,6,-1,1,1,1,1,South
16,3,South,-1,-1,5,-1,1,0,1,1,West
15,3,West,-1,-1,4,-1,1,0,1,1,West
14,3,West,-1,-1,3,-1,1,0,1,1,West
13,3,West,-1,-1,2,-1,1,0,1,1,West
12,3,West,-1,-1,1,-1,1,0,1,1,West
1,5,South,6,8,12,16,1,1,0,0,South
1,4,South,5,9,11,17,1,1,0,1,East
2,4,East,4,8,10,16,0,1,1,1,East
3,4,East,3,7,9,15,0,1,1,1,East
4,4,East,2,6,8,14,0,1,1,1,East
5,4,East,1,5,7,13,0,1,1,1,East
6,4,East,-1,4,6,12,0,1,1,1,East
7,4,East,-1,3,5,11,1,1,1,1,North
7,5,North,-1,2,6,10,1,1,0,0,North
7,6,North,-1,1,7,9,0,1,1,1,East
8,6,East,-1,-1,6,8,0,0,1,1,East
9,6,East,-1,-1,5,7,0,0,1,1,East
10,6,East,-1,-1,4,6,0,0,1,1,East
11,6,East,-1,-1,3,5,0,0,1,1,East
12,6,East,-1,-1,4,4,0,0,1,1,East
13,6,East,-1,-1,5,3,0,0,1,1,East
14,6,East,-1,-1,6,2,0,1,1,1,East
15,6,East,-1,-1,7,1,0,0,1,1,East
16,6,East,-1,-1,8,-1,0,1,1,1,South
16,5,South,-1,-1,7,-1,1,1,0,0,South
16,4,South,-1,-1,6,-1,1,1,1,1,South
16,3,South,-1,-1,5,-1,1,0,1,1,West
15,3,West,-1,-1,4,-1,1,0,1,1,West
14,3,West,-1,-1,3,-1,1,0,1,1,West
13,3,West,-1,-1,2,-1,1,0,1,1,West
12,3,West,-1,-1,1,-1,1,0,1,1,West
1,5,South,6,8,12,16,1,1,0,0,South
1,4,South,5,9,11,17,1,1,0,1,East
2,4,East,4,8,10,16,0,1,1,1,East
3,4,East,3,7,9,15,0,1,1,1,East
4,4,East,2,6,8,14,0,1,1,1,East
5,4,East,1,5,7,13,0,1,1,1,East
6,4,East,-1,4,6,12,0,1,1,1,East
7,4,East,-1,3,5,11,1,1,1,1,North
7,5,North,-1,2,6,10,1,1,0,0,North
7,6,North,-1,1,7,9,0,1,1,1,East
8,6,East,-1,-1,6,8,0,0,1,1,East
9,6,East,-1,-1,5,7,0,0,1,1,East
10,6,East,-1,-1,4,6,0,0,1,1,East
11,6,East,-1,-1,3,5,0,0,1,1,East
12,6,East,-1,-1,4,4,0,0,1,1,East
13,6,East,-1,-1,5,3,0,0,1,1,East
14,6,East,-1,-1,6,2,0,1,1,1,East
15,6,East,-1,-1,7,1,0,0,1,1,East
16,6,East,-1,-1,8,-1,0,1,1,1,South
16,5,South,-1,-1,7,-1,1,1,0,0,South
16,4,South,-1,-1,6,-1,1,1,1,1,South
16,3,South,-1,-1,5,-1,1,0,1,1,West
15,3,West,-1,-1,4,-1,1,0,1,1,West
14,3,West,-1,-1,3,-1,1,0,1,1,West
13,3,West,-1,-1,2,-1,1,0,1,1,West
12,3,West,-1,-1,1,-1,1,0,1,1,West
1,5,South,6,8,12,16,1,1,0,0,South
1,4,South,5,9,11,17,1,1,0,1,East
2,4,East,4,8,10,16,0,1,1,1,East
3,4,East,3,7,9,15,0,1,1,1,East
4,4,East,2,6,8,14,0,1,1,1,East
5,4,East,1,5,7,13,0,1,1,1,East
6,4,East,-1,4,6,12,0,1,1,1,East
7,4,East,-1,3,5,11,1,1,1,1,North
7,5,North,-1,2,6,10,1,1,0,0,North
7,6,North,-1,1,7,9,0,1,1,1,East
8,6,East,-1,-1,6,8,0,0,1,1,East
9,6,East,-1,-1,5,7,0,0,1,1,East
10,6,East,-1,-1,4,6,0,0,1,1,East
11,6,East,-1,-1,3,5,0,0,1,1,East
12,6,East,-1,-1,4,4,0,0,1,1,East
13,6,East,-1,-1,5,3,0,0,1,1,East
14,6,East,-1,-1,6,2,0,1,1,1,East
15,6,East,-1,-1,7,1,0,0,1,1,East
16,6,East,-1,-1,8,-1,0,1,1,1,South
16,5,South,-1,-1,7,-1,1,1,0,0,South
16,4,South,-1,-1,6,-1,1,1,1,1,South
16,3,South,-1,-1,5,-1,1,0,1,1,West
15,3,West,-1,-1,4,-1,1,0,1,1,West
14,3,West,-1,-1,3,-1,1,0,1,1,West
13,3,West,-1,-1,2,-1,1,0,1,1,West
12,3,West,-1,-1,1,-1,1,0,1,1,West
1,5,South,6,8,12,16,1,1,0,0,South
1,4,South,5,9,11,17,1,1,0,1,East
2,4,East,4,8,10,16,0,1,1,1,East
3,4,East,3,7,9,15,0,1,1,1,East
4,4,East,2,6,8,14,0,1,1,1,East
5,4,East,1,5,7,13,0,1,1,1,East
6,4,East,-1,4,6,12,0,1,1,1,East
7,4,East,-1,3,5,11,1,1,1,1,North
7,5,North,-1,2,6,10,1,1,0,0,North
7,6,North,-1,1,7,9,0,1,1,1,East
8,6,East,-1,-1,6,8,0,0,1,1,East
9,6,East,-1,-1,5,7,0,0,1,1,East
10,6,East,-1,-1,4,6,0,0,1,1,East
11,6,East,-1,-1,3,5,0,0,1,1,East
12,6,East,-1,-1,4,4,0,0,1,1,East
13,6,East,-1,-1,5,3,0,0,1,1,East
14,6,East,-1,-1,6,2,0,1,1,1,East
15,6,East,-1,-1,7,1,0,0,1,1,East
16,6,East,-1,-1,8,-1,0,1,1,1,South
16,5,South,-1,-1,7,-1,1,1,0,0,South
16,4,South,-1,-1,6,-1,1,1,1,1,South
16,3,South,-1,-1,5,-1,1,0,1,1,West
15,3,West,-1,-1,4,-1,1,0,1,1,West
14,3,West,-1,-1,3,-1,1,0,1,1,West
13,3,West,-1,-1,2,-1,1,0,1,1,West
12,3,West,-1,-1,1,-1,1,0,1,1,West
1,5,South,6,8,12,16,1,1,0,0,South
1,4,South,5,9,11,17,1,1,0,1,East
2,4,East,4,8,10,16,0,1,1,1,East
3,4,East,3,7,9,15,0,1,1,1,East
4,4,East,2,6,8,14,0,1,1,1,East
5,4,East,1,5,7,13,0,1,1,1,East
6,4,East,-1,4,6,12,0,1,1,1,East
7,4,East,-1,3,5,11,1,1,1,1,North
7,5,North,-1,2,6,10,1,1,0,0,North
7,6,North,-1,1,7,9,0,1,1,1,East
8,6,East,-1,-1,6,8,0,0,1,1,East
9,6,East,-1,-1,5,7,0,0,1,1,East
10,6,East,-1,-1,4,6,0,0,1,1,East
11,6,East,-1,-1,3,5,0,0,1,1,East
12,6,East,-1,-1,4,4,0,0,1,1,East
13,6,East,-1,-1,5,3,0,0,1,1,East
14,6,East,-1,-1,6,2,0,1,1,1,East
15,6,East,-1,-1,7,1,0,0,1,1,East
16,6,East,-1,-1,8,-1,0,1,1,1,South
16,5,South,-1,-1,7,-1,1,1,0,0,South
16,4,South,-1,-1,6,-1,1,1,1,1,South
16,3,South,-1,-1,5,-1,1,0,1,1,West
15,3,West,-1,-1,4,-1,1,0,1,1,West
14,3,West,-1,-1,3,-1,1,0,1,1,West
13,3,West,-1,-1,2,-1,1,0,1,1,West
12,3,West,-1,-1,1,-1,1,0,1,1,West
1,5,South,6,8,12,16,1,1,0,0,South
1,4,South,5,9,11,17,1,1,0,1,East
2,4,East,4,8,10,16,0,1,1,1,East
3,4,East,3,7,9,15,0,1,1,1,East
4,4,East,2,6,8,14,0,1,1,1,East
5,4,East,1,5,7,13,0,1,1,1,East
6,4,East,-1,4,6,12,0,1,1,1,East
7,4,East,-1,3,5,11,1,1,1,1,North
7,5,North,-1,2,6,10,1,1,0,0,North
7,6,North,-1,1,7,9,0,1,1,1,East
8,6,East,-1,-1,6,8,0,0,1,1,East
9,6,East,-1,-1,5,7,0,0,1,1,East
10,6,East,-1,-1,4,6,0,0,1,1,East
11,6,East,-1,-1,3,5,0,0,1,1,East
12,6,East,-1,-1,4,4,0,0,1,1,East
13,6,East,-1,-1,5,3,0,0,1,1,East
14,6,East,-1,-1,6,2,0,1,1,1,East
15,6,East,-1,-1,7,1,0,0,1,1,East
16,6,East,-1,-1,8,-1,0,1,1,1,South
16,5,South,-1,-1,7,-1,1,1,0,0,South
16,4,South,-1,-1,6,-1,1,1,1,1,South
16,3,South,-1,-1,5,-1,1,0,1,1,West
15,3,West,-1,-1,4,-1,1,0,1,1,West
14,3,West,-1,-1,3,-1,1,0,1,1,West
13,3,West,-1,-1,2,-1,1,0,1,1,West
12,3,West,-1,-1,1,-1,1,0,1,1,West
1,5,South,6,8,12,16,1,1,0,0,South
1,4,South,5,9,11,17,1,1,0,1,East
2,4,East,4,8,10,16,0,1,1,1,East
3,4,East,3,7,9,15,0,1,1,1,East
4,4,East,2,6,8,14,0,1,1,1,East
5,4,East,1,5,7,13,0,1,1,1,East
6,4,East,-1,4,6,12,0,1,1,1,East
7,4,East,-1,3,5,11,1,1,1,1,North
7,5,North,-1,2,6,10,1,1,0,0,North
7,6,North,-1,1,7,9,0,1,1,1,East
8,6,East,-1,-1,6,8,0,0,1,1,East
9,6,East,-1,-1,5,7,0,0,1,1,East
10,6,East,-1,-1,4,6,0,0,1,1,East
11,6,East,-1,-1,3,5,0,0,1,1,East
12,6,East,-1,-1,4,4,0,0,1,1,East
13,6,East,-1,-1,5,3,0,0,1,1,East
14,6,East,-1,-1,6,2,0,1,1,1,East
15,6,East,-1,-1,7,1,0,0,1,1,East
16,6,East,-1,-1,8,-1,0,1,1,1,South
