@relation pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C17-L5-weka.filters.unsupervised.attribute.Remove-R18

@attribute Px numeric
@attribute Py numeric
@attribute PDir {North,South,East,West,Stop}
@attribute GhostsNum numeric
@attribute LivingGhost numeric
@attribute DistanceToGhost1 numeric
@attribute DistanceToGhost2 numeric
@attribute DistanceToGhost3 numeric
@attribute DistanceToGhost4 numeric
@attribute PrevScore numeric
@attribute North {0,1}
@attribute South {0,1}
@attribute West {0,1}
@attribute East {0,1}
@attribute FoodNum numeric
@attribute FoodDistance numeric
@attribute Action {North,South,East,West,Stop}

@data
8,1,East,4,1,-1,-1,8,3,3147,0,0,1,1,92,2,East
8,1,West,4,4,7,7,9,9,94,0,0,1,1,113,1,West
7,1,West,4,4,9,5,9,10,193,0,0,1,1,112,1,West
6,1,West,4,4,11,6,11,11,291,1,0,0,1,111,1,North
6,2,North,4,4,9,4,11,9,390,1,1,0,0,110,1,North
6,3,North,4,4,9,2,9,7,489,1,1,1,1,109,1,North
6,4,North,4,4,8,2,8,5,588,1,1,1,0,108,1,West
5,4,West,4,3,9,-1,10,6,887,1,1,1,1,107,1,West
4,4,West,4,3,10,-1,10,6,986,1,1,1,1,106,1,West
3,4,West,4,3,10,4,12,5,1084,1,1,0,1,105,1,South
3,3,South,4,3,11,-1,15,5,1182,1,0,0,1,104,1,East
4,3,East,4,3,11,-1,15,3,1281,1,1,1,1,103,1,South
4,2,South,4,3,12,-1,17,4,1380,1,1,0,0,102,1,South
4,1,South,4,3,13,-1,18,5,1479,1,0,1,0,101,1,West
3,1,West,4,3,14,-1,18,6,1578,0,0,1,1,100,1,West
2,1,West,4,3,14,2,19,7,1677,0,0,1,1,99,2,West
1,1,West,4,3,16,-1,19,8,1876,1,0,0,1,99,1,East
2,1,East,4,3,14,-1,19,6,1875,0,0,1,1,99,2,East
3,1,East,4,3,14,-1,19,4,2074,0,0,1,1,99,3,East
4,1,East,4,3,13,-1,17,5,2269,1,0,1,0,99,3,North
4,2,North,4,3,12,-1,16,4,2268,1,1,0,0,99,2,North
4,3,North,4,3,10,-1,15,2,2267,1,1,1,1,99,1,North
4,4,North,4,2,10,2,15,-1,2466,1,1,1,1,99,1,West
3,4,West,4,2,12,1,13,-1,2463,1,1,0,1,99,1,North
3,5,North,4,2,10,1,13,6,2562,1,1,0,1,98,1,North
3,6,North,4,2,8,2,11,7,2661,1,1,0,1,97,1,East
4,6,East,4,2,7,2,9,-1,2760,1,1,1,1,96,1,East
5,6,East,4,2,5,4,7,5,2859,1,1,1,1,95,1,East
6,6,East,4,2,4,5,7,4,2958,1,1,1,0,94,1,North
6,7,North,4,2,2,5,7,4,3057,1,1,1,1,93,1,North
6,8,North,4,2,2,6,5,6,3156,1,1,0,0,92,1,North
6,9,North,4,2,2,6,5,6,3255,1,1,1,1,91,1,East
7,9,East,4,2,7,6,3,4,3350,0,0,1,0,90,2,West
6,9,West,4,2,7,6,3,2,3349,1,1,1,1,90,1,North
6,10,North,4,2,9,8,4,2,3448,1,1,0,0,89,1,North
6,11,North,4,2,11,9,4,4,3547,0,1,0,1,88,1,East
7,11,East,4,2,12,11,4,4,3646,0,0,1,1,87,1,East
8,11,East,4,2,13,11,4,5,3745,0,0,1,1,86,1,East
9,11,East,4,2,14,12,4,5,3844,0,1,1,1,85,1,East
10,11,East,4,2,15,14,4,7,3943,0,1,1,1,84,1,South
10,10,South,4,2,13,14,4,5,4042,1,1,1,0,83,1,South
10,9,South,4,2,13,13,2,5,4141,1,1,1,0,82,1,South
10,8,South,4,2,11,11,2,7,4140,1,1,1,0,82,2,South
10,7,South,4,2,9,10,5,10,4138,1,0,1,1,82,3,West
9,7,West,4,2,7,8,3,10,4137,1,0,1,1,82,2,North
9,8,North,4,2,8,9,3,9,4136,1,1,0,1,82,1,North
9,9,North,4,2,9,10,3,7,4235,1,1,0,1,81,1,North
9,10,North,4,2,11,10,2,6,4334,1,1,0,1,80,3,North
9,11,North,4,2,12,11,2,5,4333,0,1,1,1,80,2,West
8,11,West,4,2,11,9,2,5,4332,0,0,1,1,80,3,West
7,11,West,4,2,11,7,2,5,4331,0,0,1,1,80,3,West
6,11,West,4,2,8,6,3,3,4328,0,1,0,1,80,2,South
6,10,South,4,2,8,4,1,2,4327,1,1,0,0,80,2,South
6,9,South,4,1,8,4,-1,2,4526,1,1,1,1,80,1,East
7,9,East,4,1,10,7,-1,5,4523,0,0,1,0,80,2,West
6,9,West,4,1,9,6,-1,4,4522,1,1,1,1,80,1,South
6,8,South,4,1,8,4,-1,4,4521,1,1,0,0,80,2,South
6,7,South,4,1,7,2,-1,4,4520,1,1,1,1,80,1,South
6,6,South,4,1,5,2,-1,5,4519,1,1,1,0,80,1,South
6,5,South,4,1,4,-1,5,5,4818,1,1,1,0,79,1,South
6,4,South,4,1,4,-1,3,5,4817,1,1,1,0,79,2,West
5,4,West,4,1,2,-1,1,3,4816,1,1,1,1,79,1,West
4,4,West,4,1,2,-1,1,3,4815,1,1,1,1,79,1,West
4,4,West,4,1,2,-1,1,3,4815,1,1,1,1,79,1,West
