@relation pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C12-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C12-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L5

@attribute Px numeric
@attribute Py numeric
@attribute PDir {North,South,East,West,Stop}
@attribute DistanceToGhost1 numeric
@attribute DistanceToGhost2 numeric
@attribute DistanceToGhost3 numeric
@attribute DistanceToGhost4 numeric
@attribute North {0,1}
@attribute South {0,1}
@attribute West {0,1}
@attribute East {0,1}
@attribute Action {North,South,East,West,Stop}

@data
16,20,East,3,-1,-1,8,0,0,1,1,East
17,20,East,3,-1,-1,7,0,0,1,1,East
18,20,East,-1,-1,-1,8,1,0,1,0,North
18,21,North,-1,-1,-1,7,1,1,0,0,North
18,22,North,-1,-1,-1,5,1,1,0,0,North
18,23,North,-1,-1,-1,4,0,1,1,1,East
19,23,East,-1,-1,-1,3,0,0,1,1,East
20,23,East,-1,-1,-1,2,0,0,1,1,East
21,23,East,-1,-1,-1,2,1,1,1,1,East
22,23,East,-1,-1,-1,1,0,0,1,1,East
15,3,East,16,12,13,14,1,0,1,1,East
16,3,East,17,12,14,13,0,0,1,1,East
17,3,East,18,14,15,12,0,0,1,1,East
18,3,East,20,14,16,13,0,0,1,1,East
19,3,East,21,16,17,14,0,0,1,1,East
20,3,East,22,18,19,16,0,0,1,1,East
21,3,East,23,18,21,16,0,0,1,1,East
22,3,East,24,18,22,18,0,0,1,1,East
23,3,East,25,18,24,20,0,0,1,1,East
24,3,East,25,20,24,20,0,0,1,1,East
25,3,East,25,22,26,21,0,0,1,1,East
26,3,East,24,25,27,21,1,0,1,0,West
25,3,West,24,25,26,20,0,0,1,1,West
24,3,West,23,24,25,19,0,0,1,1,West
23,3,West,22,23,24,18,0,0,1,1,West
22,3,West,22,23,23,18,0,0,1,1,West
21,3,West,20,23,23,16,0,0,1,1,West
20,3,West,19,21,21,15,0,0,1,1,West
19,3,West,18,21,19,15,0,0,1,1,West
18,3,West,18,20,17,15,0,0,1,1,West
17,3,West,18,18,17,13,0,0,1,1,West
16,3,West,18,16,16,13,0,0,1,1,West
15,3,West,16,16,14,14,1,0,1,1,North
15,4,North,16,14,14,12,1,1,0,0,North
15,5,North,14,10,11,12,0,1,0,1,East
16,5,East,14,10,13,11,0,0,1,1,East
17,5,East,14,11,14,10,0,0,1,1,East
18,5,East,16,12,14,12,1,0,1,0,North
18,6,North,14,10,14,12,1,1,0,0,North
18,7,North,12,10,14,11,1,1,0,0,North
18,8,North,12,9,13,11,0,1,1,1,West
17,8,West,12,9,12,10,0,0,1,1,West
16,8,West,11,9,12,8,0,0,1,1,West
15,8,West,11,7,10,8,1,0,1,1,West
14,8,West,11,7,9,8,0,0,1,1,West
13,8,West,10,9,8,10,0,0,1,1,West
12,8,West,10,10,7,11,1,0,1,1,North
12,9,North,10,8,6,9,1,1,0,0,North
12,10,North,9,7,5,9,1,1,0,0,North
12,11,North,9,5,5,9,0,1,1,0,West
11,11,West,10,6,5,10,0,0,1,1,West
10,11,West,10,8,5,10,0,0,1,1,West
9,11,West,10,8,7,11,0,0,1,1,West
8,11,West,11,8,7,12,1,0,1,1,West
7,11,West,11,9,9,13,0,0,1,1,West
6,11,West,11,10,10,15,1,1,1,1,North
6,12,North,11,10,9,13,1,1,0,0,North
6,13,North,11,10,8,13,1,1,0,0,North
6,14,North,9,10,8,11,1,1,0,0,North
6,15,North,8,9,7,9,1,1,1,1,North
6,16,North,8,9,8,9,1,1,0,0,North
6,17,North,10,11,8,9,1,1,0,0,North
6,18,North,10,11,10,11,1,1,0,0,North
6,19,North,10,11,10,13,1,1,0,0,North
6,20,North,12,11,12,13,1,1,1,0,North
6,21,North,12,13,12,14,1,1,0,0,North
6,22,North,12,13,14,15,1,1,0,0,North
6,23,North,13,13,15,15,1,1,1,1,East
7,23,East,13,11,13,13,0,0,1,1,East
8,23,East,11,11,13,13,0,0,1,1,East
9,23,East,11,11,12,11,0,1,1,1,South
9,22,South,9,10,11,9,1,1,0,0,South
9,21,South,9,9,10,9,1,1,0,0,South
9,20,South,13,9,11,10,1,0,0,1,East
10,20,East,11,7,10,8,0,0,1,1,East
11,20,East,11,5,10,7,0,0,1,1,East
12,20,East,11,5,8,6,0,1,1,0,South
12,19,South,10,3,6,4,1,1,0,0,South
12,18,South,10,1,5,3,1,1,0,0,South
12,17,South,10,-1,2,3,1,0,1,1,East
13,17,East,10,-1,-1,4,0,1,1,1,East
14,17,East,9,-1,-1,6,0,1,1,1,East
15,17,East,7,-1,-1,6,1,0,1,1,East
16,17,East,7,-1,-1,7,0,0,1,1,East
17,17,East,5,-1,-1,7,0,0,1,1,East
18,17,East,4,-1,-1,8,0,0,1,1,East
19,17,East,4,-1,-1,10,0,1,1,0,West
18,17,West,5,-1,-1,9,0,0,1,1,West
17,17,West,5,-1,-1,7,0,0,1,1,West
16,17,West,5,-1,-1,5,0,0,1,1,West
15,17,West,6,-1,-1,3,1,0,1,1,West
14,17,West,7,-1,-1,2,0,1,1,1,South
14,16,South,8,-1,-1,1,1,1,1,0,South
14,15,South,10,-1,-1,-1,1,0,1,1,North
14,16,North,9,-1,-1,-1,1,1,1,0,North
14,17,North,8,-1,-1,-1,0,1,1,1,East
15,17,East,8,-1,-1,-1,1,0,1,1,East
16,17,East,6,-1,-1,-1,0,0,1,1,East
17,17,East,5,-1,-1,-1,0,0,1,1,East
18,17,East,5,-1,-1,-1,0,0,1,1,East
19,17,East,4,-1,-1,-1,0,1,1,0,South
19,16,South,4,-1,-1,-1,1,1,0,0,South
19,15,South,6,-1,-1,-1,1,1,0,1,South
19,14,South,7,-1,-1,-1,1,1,0,0,South
19,13,South,8,-1,-1,-1,1,1,1,0,South
19,12,South,8,-1,-1,-1,1,1,0,0,South
19,11,South,9,-1,-1,-1,1,0,1,1,East
20,11,East,8,-1,-1,-1,0,0,1,1,East
21,11,East,7,-1,-1,-1,1,1,1,1,North
21,12,North,7,-1,-1,-1,1,1,0,0,North
21,13,North,5,-1,-1,-1,1,1,0,0,North
21,14,North,4,-1,-1,-1,1,1,0,0,North
21,15,North,2,-1,-1,-1,1,1,1,1,North
15,3,East,13,19,12,15,1,0,1,1,East
16,3,East,13,20,12,15,0,0,1,1,East
17,3,East,13,22,14,15,0,0,1,1,East
18,3,East,15,24,14,15,0,0,1,1,East
19,3,East,16,25,14,15,0,0,1,1,East
20,3,East,16,25,15,16,0,0,1,1,East
21,3,East,17,27,16,17,0,0,1,1,East
22,3,East,17,27,17,17,0,0,1,1,East
23,3,East,19,29,19,18,0,0,1,1,East
24,3,East,21,29,21,19,0,0,1,1,East
25,3,East,22,30,22,20,0,0,1,1,East
26,3,East,23,32,24,21,1,0,1,0,West
25,3,West,23,31,24,20,0,0,1,1,West
24,3,West,23,30,23,19,0,0,1,1,West
23,3,West,23,29,23,19,0,0,1,1,West
22,3,West,22,28,21,18,0,0,1,1,West
21,3,West,20,26,19,16,0,0,1,1,West
20,3,West,20,25,18,16,0,0,1,1,West
19,3,West,20,25,18,14,0,0,1,1,West
18,3,West,20,23,17,14,0,0,1,1,West
17,3,West,18,21,17,12,0,0,1,1,West
16,3,West,17,21,15,12,0,0,1,1,West
15,3,West,15,20,13,13,1,0,1,1,North
15,4,North,15,19,12,12,1,1,0,0,North
15,5,North,15,19,10,11,0,1,0,1,East
16,5,East,15,19,10,11,0,0,1,1,East
17,5,East,15,20,10,11,0,0,1,1,East
18,5,East,17,22,11,13,1,0,1,0,North
18,6,North,15,20,10,12,1,1,0,0,North
18,7,North,15,20,10,11,1,1,0,0,North
18,8,North,15,18,8,9,0,1,1,1,West
17,8,West,13,17,7,9,0,0,1,1,West
16,8,West,12,16,8,9,0,0,1,1,West
15,8,West,10,15,8,8,1,0,1,1,West
14,8,West,8,13,10,8,0,0,1,1,West
13,8,West,8,13,10,8,0,0,1,1,West
12,8,West,8,11,10,9,1,0,1,1,North
12,9,North,8,11,8,7,1,1,0,0,North
12,10,North,7,10,6,5,1,1,0,0,North
12,11,North,7,9,6,5,0,1,1,0,West
11,11,West,7,7,8,6,0,0,1,1,West
10,11,West,8,6,9,8,0,0,1,1,West
9,11,West,10,6,10,8,0,0,1,1,West
8,11,West,11,6,10,9,1,0,1,1,West
7,11,West,11,7,10,11,0,0,1,1,West
6,11,West,13,7,10,13,1,1,1,1,North
6,12,North,13,5,8,12,1,1,0,0,North
6,13,North,12,3,6,11,1,1,0,0,North
6,14,North,11,3,5,9,1,1,0,0,North
6,15,North,9,4,5,9,1,1,1,1,East
7,15,East,7,4,3,7,0,0,1,1,East
8,15,East,6,3,2,6,1,1,1,0,North
8,16,North,7,5,3,5,1,1,0,0,North
8,17,North,7,8,4,5,0,1,0,1,East
9,17,East,7,6,4,5,0,0,1,1,East
10,17,East,5,8,2,4,0,0,1,1,East
11,17,East,5,10,2,2,0,0,1,1,East
12,17,East,3,11,3,2,1,0,1,1,East
13,17,East,3,11,3,1,0,1,1,1,South
13,16,South,1,9,2,-1,1,1,0,1,South
13,15,South,-1,8,2,-1,1,0,1,1,West
12,15,West,-1,7,2,-1,0,0,1,1,West
11,15,West,-1,7,-1,-1,0,0,1,1,West
10,15,West,-1,6,-1,-1,0,0,0,1,East
11,15,East,-1,6,-1,-1,0,0,1,1,East
12,15,East,-1,7,-1,-1,0,0,1,1,East
13,15,East,-1,7,-1,-1,1,0,1,1,East
14,15,East,-1,8,-1,-1,1,0,1,1,North
14,16,North,-1,10,-1,-1,1,1,1,0,North
14,17,North,-1,8,-1,-1,0,1,1,1,West
13,17,West,-1,6,-1,-1,0,1,1,1,West
12,17,West,-1,6,-1,-1,1,0,1,1,West
11,17,West,-1,5,-1,-1,0,0,1,1,West
10,17,West,-1,4,-1,-1,0,0,1,1,West
9,17,West,-1,4,-1,-1,0,0,1,1,West
8,17,West,-1,2,-1,-1,0,1,0,1,South
8,16,South,-1,2,-1,-1,1,1,0,0,South
8,15,South,-1,2,-1,-1,1,1,1,0,South
8,14,South,-1,2,-1,-1,1,1,0,0,South
8,13,South,-1,1,-1,-1,1,1,0,1,South
8,12,South,-1,2,-1,-1,1,1,0,0,South
8,11,South,-1,3,-1,-1,1,0,1,1,West
7,11,West,-1,5,-1,-1,0,0,1,1,West
6,11,West,-1,5,-1,-1,1,1,1,1,West
5,11,West,-1,5,-1,-1,0,0,1,1,West
4,11,West,-1,5,-1,-1,0,0,1,1,West
3,11,West,-1,5,-1,-1,0,0,1,1,West
2,11,West,-1,7,-1,-1,0,0,1,1,West
1,11,West,-1,9,-1,-1,0,1,0,1,East
2,11,East,-1,9,-1,-1,0,0,1,1,East
3,11,East,-1,7,-1,-1,0,0,1,1,East
4,11,East,-1,7,-1,-1,0,0,1,1,East
5,11,East,-1,6,-1,-1,0,0,1,1,East
6,11,East,-1,5,-1,-1,1,1,1,1,North
6,12,North,-1,5,-1,-1,1,1,0,0,North
6,13,North,-1,3,-1,-1,1,1,0,0,North
6,14,North,-1,3,-1,-1,1,1,0,0,North
6,15,North,-1,2,-1,-1,1,1,1,1,East
7,15,East,-1,1,-1,-1,0,0,1,1,East
15,3,East,17,13,15,12,1,0,1,1,East
16,3,East,17,15,14,14,0,0,1,1,East
17,3,East,19,17,14,16,0,0,1,1,East
18,3,East,19,17,14,17,0,0,1,1,East
19,3,East,21,19,15,17,0,0,1,1,East
20,3,East,21,20,15,19,0,0,1,1,East
21,3,East,22,20,17,21,0,0,1,1,East
22,3,East,22,21,18,23,0,0,1,1,East
23,3,East,23,21,18,24,0,0,1,1,East
24,3,East,24,22,18,25,0,0,1,1,East
25,3,East,26,24,19,27,0,0,1,1,East
26,3,East,26,26,21,27,1,0,1,0,North
26,4,North,26,24,20,25,1,1,0,0,North
26,5,North,24,24,19,23,0,1,1,0,West
25,5,West,24,24,17,21,0,0,1,1,West
24,5,West,22,22,16,21,1,0,1,1,West
23,5,West,22,21,14,21,0,0,1,1,West
22,5,West,20,20,12,20,0,0,1,1,West
21,5,West,20,20,11,18,1,0,0,1,North
21,6,North,18,20,10,18,1,1,0,0,North
21,7,North,16,18,10,18,1,1,0,0,North
21,8,North,15,18,10,18,1,1,1,0,North
21,9,North,15,16,8,17,1,1,0,0,North
21,10,North,14,15,6,15,1,1,0,0,North
21,11,North,13,15,5,14,1,1,1,1,North
21,12,North,12,13,3,12,1,1,0,0,North
21,13,North,11,11,3,10,1,1,0,0,North
21,14,North,10,10,4,8,1,1,0,0,North
21,15,North,9,9,5,6,1,1,1,1,West
20,15,West,8,7,3,5,0,0,1,1,West
19,15,West,8,7,4,5,1,1,0,1,North
19,16,North,9,7,6,6,1,1,0,0,North
19,17,North,8,4,9,6,0,1,1,0,West
18,17,West,7,4,8,4,0,0,1,1,West
17,17,West,5,4,7,2,0,0,1,1,West
16,17,West,3,6,6,2,0,0,1,1,West
15,17,West,2,7,7,2,1,0,1,1,East
16,17,East,3,5,7,2,0,0,1,1,East
17,17,East,3,5,7,4,0,0,1,1,East
18,17,East,5,5,6,4,0,0,1,1,East
19,17,East,6,6,6,5,0,1,1,0,South
19,16,South,6,8,4,3,1,1,0,0,South
19,15,South,6,8,4,2,1,1,0,1,South
19,14,South,6,10,3,4,1,1,0,0,South
19,13,South,6,10,3,4,1,1,1,0,North
19,14,North,6,10,3,4,1,1,0,0,North
19,15,North,6,9,5,3,1,1,0,1,North
19,16,North,6,9,5,5,1,1,0,0,North
19,17,North,6,9,7,6,0,1,1,0,West
18,17,West,6,10,6,4,0,0,1,1,West
17,17,West,5,10,7,2,0,0,1,1,West
16,17,West,5,11,8,3,0,0,1,1,West
15,17,West,3,12,9,3,1,0,1,1,West
14,17,West,2,14,10,4,0,1,1,1,South
14,16,South,2,14,10,2,1,1,1,0,South
14,15,South,4,15,6,-1,1,0,1,1,West
13,15,West,3,15,6,-1,1,0,1,1,West
12,15,West,1,16,8,-1,0,0,1,1,West
11,15,West,-1,16,8,-1,0,0,1,1,West
10,15,West,-1,18,12,-1,0,0,0,1,East
11,15,East,-1,18,10,-1,0,0,1,1,East
12,15,East,-1,16,10,-1,0,0,1,1,East
13,15,East,-1,15,8,-1,1,0,1,1,East
14,15,East,-1,13,6,-1,1,0,1,1,North
14,16,North,-1,12,6,-1,1,1,1,0,North
14,17,North,-1,13,5,-1,0,1,1,1,East
15,17,East,-1,13,4,-1,1,0,1,1,East
16,17,East,-1,13,5,-1,0,0,1,1,East
17,17,East,-1,11,5,-1,0,0,1,1,East
18,17,East,-1,9,5,-1,0,0,1,1,East
19,17,East,-1,9,7,-1,0,1,1,0,South
19,16,South,-1,9,5,-1,1,1,0,0,South
19,15,South,-1,9,5,-1,1,1,0,1,East
20,15,East,-1,9,6,-1,0,0,1,1,East
21,15,East,-1,8,6,-1,1,1,1,1,East
22,15,East,-1,8,6,-1,0,0,1,1,East
23,15,East,-1,10,8,-1,0,0,1,1,East
24,15,East,-1,11,9,-1,0,0,1,1,East
25,15,East,-1,11,11,-1,0,0,1,1,East
26,15,East,-1,12,14,-1,0,0,1,0,West
25,15,West,-1,11,13,-1,0,0,1,1,West
24,15,West,-1,9,11,-1,0,0,1,1,West
23,15,West,-1,8,10,-1,0,0,1,1,West
22,15,West,-1,6,10,-1,0,0,1,1,West
21,15,West,-1,6,8,-1,1,1,1,1,South
21,14,South,-1,6,7,-1,1,1,0,0,South
21,13,South,-1,8,7,-1,1,1,0,0,South
21,12,South,-1,8,9,-1,1,1,0,0,South
21,11,South,-1,9,10,-1,1,1,1,1,South
21,10,South,-1,11,12,-1,1,1,0,0,South
21,9,South,-1,13,13,-1,1,1,0,0,South
21,8,South,-1,15,14,-1,1,1,1,0,South
21,7,South,-1,17,14,-1,1,1,0,0,North
21,8,North,-1,15,12,-1,1,1,1,0,North
21,9,North,-1,15,11,-1,1,1,0,0,North
21,10,North,-1,15,11,-1,1,1,0,0,North
21,11,North,-1,14,10,-1,1,1,1,1,North
21,12,North,-1,12,9,-1,1,1,0,0,North
21,13,North,-1,11,8,-1,1,1,0,0,North
21,14,North,-1,10,10,-1,1,1,0,0,North
21,15,North,-1,8,12,-1,1,1,1,1,North
21,16,North,-1,7,12,-1,1,1,0,0,North
21,17,North,-1,7,14,-1,1,1,0,0,North
21,18,North,-1,6,16,-1,1,1,0,0,North
21,19,North,-1,6,18,-1,1,1,0,0,North
21,20,North,-1,4,19,-1,1,1,0,1,North
21,21,North,-1,4,20,-1,1,1,0,0,North
21,22,North,-1,2,21,-1,1,1,0,0,North
21,23,North,-1,2,23,-1,1,1,1,1,North
21,24,North,-1,-1,25,-1,1,1,0,0,North
21,25,North,-1,-1,27,-1,1,1,0,0,North
21,26,North,-1,-1,27,-1,1,1,0,0,North
21,27,North,-1,-1,26,-1,0,1,1,1,South
21,26,South,-1,-1,26,-1,1,1,0,0,South
21,25,South,-1,-1,24,-1,1,1,0,0,South
21,24,South,-1,-1,24,-1,1,1,0,0,South
21,23,South,-1,-1,24,-1,1,1,1,1,South
21,22,South,-1,-1,23,-1,1,1,0,0,South
21,21,South,-1,-1,21,-1,1,1,0,0,South
21,20,South,-1,-1,19,-1,1,1,0,1,South
21,19,South,-1,-1,17,-1,1,1,0,0,South
21,18,South,-1,-1,17,-1,1,1,0,0,South
21,17,South,-1,-1,16,-1,1,1,0,0,South
21,16,South,-1,-1,16,-1,1,1,0,0,South
21,15,South,-1,-1,15,-1,1,1,1,1,South
21,14,South,-1,-1,16,-1,1,1,0,0,South
21,13,South,-1,-1,18,-1,1,1,0,0,South
21,12,South,-1,-1,20,-1,1,1,0,0,South
21,11,South,-1,-1,21,-1,1,1,1,1,West
20,11,West,-1,-1,21,-1,0,0,1,1,West
19,11,West,-1,-1,21,-1,1,0,1,1,West
18,11,West,-1,-1,20,-1,0,0,1,1,West
17,11,West,-1,-1,18,-1,0,0,1,1,West
16,11,West,-1,-1,17,-1,0,0,1,1,West
15,11,West,-1,-1,16,-1,0,1,0,1,South
15,10,South,-1,-1,17,-1,1,1,0,0,South
15,9,South,-1,-1,17,-1,1,1,0,0,South
15,8,South,-1,-1,19,-1,1,0,1,1,West
14,8,West,-1,-1,19,-1,0,0,1,1,West
13,8,West,-1,-1,17,-1,0,0,1,1,West
12,8,West,-1,-1,16,-1,1,0,1,1,West
11,8,West,-1,-1,14,-1,0,0,1,1,West
10,8,West,-1,-1,12,-1,0,0,1,1,West
9,8,West,-1,-1,11,-1,0,1,1,1,West
8,8,West,-1,-1,11,-1,0,0,1,1,West
7,8,West,-1,-1,9,-1,0,0,1,1,West
6,8,West,-1,-1,9,-1,1,1,0,1,North
6,9,North,-1,-1,9,-1,1,1,0,0,North
6,10,North,-1,-1,8,-1,1,1,0,0,North
6,11,North,-1,-1,6,-1,1,1,1,1,North
6,12,North,-1,-1,4,-1,1,1,0,0,North
6,13,North,-1,-1,3,-1,1,1,0,0,North
6,14,North,-1,-1,2,-1,1,1,0,0,North
6,15,North,-1,-1,2,-1,1,1,1,1,West
5,15,West,-1,-1,3,-1,0,0,1,1,West
4,15,West,-1,-1,4,-1,0,0,1,1,West
3,15,West,-1,-1,5,-1,0,0,1,1,West
2,15,West,-1,-1,7,-1,0,0,1,1,West
1,15,West,-1,-1,9,-1,0,0,0,1,East
2,15,East,-1,-1,8,-1,0,0,1,1,East
3,15,East,-1,-1,7,-1,0,0,1,1,East
4,15,East,-1,-1,6,-1,0,0,1,1,East
5,15,East,-1,-1,5,-1,0,0,1,1,East
6,15,East,-1,-1,5,-1,1,1,1,1,East
7,15,East,-1,-1,6,-1,0,0,1,1,East
8,15,East,-1,-1,6,-1,1,1,1,0,North
8,16,North,-1,-1,6,-1,1,1,0,0,North
8,17,North,-1,-1,6,-1,0,1,0,1,East
9,17,East,-1,-1,8,-1,0,0,1,1,East
10,17,East,-1,-1,8,-1,0,0,1,1,East
11,17,East,-1,-1,9,-1,0,0,1,1,East
12,17,East,-1,-1,10,-1,1,0,1,1,East
13,17,East,-1,-1,11,-1,0,1,1,1,East
14,17,East,-1,-1,11,-1,0,1,1,1,East
15,17,East,-1,-1,11,-1,1,0,1,1,East
16,17,East,-1,-1,11,-1,0,0,1,1,East
17,17,East,-1,-1,11,-1,0,0,1,1,East
18,17,East,-1,-1,12,-1,0,0,1,1,East
19,17,East,-1,-1,20,-1,0,1,1,0,West
18,17,West,-1,-1,19,-1,0,0,1,1,West
17,17,West,-1,-1,18,-1,0,0,1,1,West
16,17,West,-1,-1,17,-1,0,0,1,1,West
15,17,West,-1,-1,17,-1,1,0,1,1,West
14,17,West,-1,-1,15,-1,0,1,1,1,West
13,17,West,-1,-1,15,-1,0,1,1,1,West
12,17,West,-1,-1,14,-1,1,0,1,1,West
11,17,West,-1,-1,12,-1,0,0,1,1,West
10,17,West,-1,-1,11,-1,0,0,1,1,West
9,17,West,-1,-1,9,-1,0,0,1,1,West
8,17,West,-1,-1,7,-1,0,1,0,1,East
9,17,East,-1,-1,7,-1,0,0,1,1,East
10,17,East,-1,-1,9,-1,0,0,1,1,East
11,17,East,-1,-1,10,-1,0,0,1,1,East
12,17,East,-1,-1,10,-1,1,0,1,1,East
13,17,East,-1,-1,10,-1,0,1,1,1,East
14,17,East,-1,-1,11,-1,0,1,1,1,East
15,17,East,-1,-1,12,-1,1,0,1,1,East
16,17,East,-1,-1,13,-1,0,0,1,1,East
17,17,East,-1,-1,13,-1,0,0,1,1,East
18,17,East,-1,-1,14,-1,0,0,1,1,East
19,17,East,-1,-1,16,-1,0,1,1,0,West
18,17,West,-1,-1,15,-1,0,0,1,1,West
17,17,West,-1,-1,13,-1,0,0,1,1,West
16,17,West,-1,-1,12,-1,0,0,1,1,West
15,17,West,-1,-1,12,-1,1,0,1,1,West
14,17,West,-1,-1,12,-1,0,1,1,1,West
13,17,West,-1,-1,12,-1,0,1,1,1,West
12,17,West,-1,-1,12,-1,1,0,1,1,North
12,18,North,-1,-1,11,-1,1,1,0,0,North
12,19,North,-1,-1,11,-1,1,1,0,0,North
12,20,North,-1,-1,11,-1,0,1,1,0,West
11,20,West,-1,-1,11,-1,0,0,1,1,West
10,20,West,-1,-1,9,-1,0,0,1,1,West
9,20,West,-1,-1,8,-1,1,0,0,1,North
9,21,North,-1,-1,6,-1,1,1,0,0,North
9,22,North,-1,-1,5,-1,1,1,0,0,North
9,23,North,-1,-1,4,-1,0,1,1,1,West
8,23,West,-1,-1,2,-1,0,0,1,1,West
7,23,West,-1,-1,2,-1,0,0,1,1,West
6,23,West,-1,-1,2,-1,1,1,1,1,West
5,23,West,-1,-1,3,-1,0,0,1,1,West
4,23,West,-1,-1,5,-1,0,0,1,1,West
3,23,West,-1,-1,7,-1,0,0,1,1,West
2,23,West,-1,-1,8,-1,0,0,1,1,West
1,23,West,-1,-1,9,-1,1,1,0,1,South
1,22,South,-1,-1,9,-1,1,1,0,0,South
1,21,South,-1,-1,10,-1,1,1,0,0,North
1,22,North,-1,-1,10,-1,1,1,0,0,North
1,23,North,-1,-1,9,-1,1,1,0,1,North
1,24,North,-1,-1,7,-1,1,1,0,0,North
1,25,North,-1,-1,5,-1,1,1,0,0,North
1,26,North,-1,-1,5,-1,1,1,0,0,North
1,27,North,-1,-1,6,-1,0,1,0,1,East
2,27,East,-1,-1,4,-1,0,0,1,1,East
3,27,East,-1,-1,4,-1,0,0,1,1,East
4,27,East,-1,-1,3,-1,0,0,1,1,East
5,27,East,-1,-1,2,-1,0,0,1,1,East
6,27,East,-1,-1,2,-1,0,1,1,1,South
6,26,South,-1,-1,2,-1,1,1,0,0,South
15,3,East,16,13,14,13,1,0,1,1,East
16,3,East,18,15,15,12,0,0,1,1,East
17,3,East,19,17,15,13,0,0,1,1,East
18,3,East,20,18,17,15,0,0,1,1,East
19,3,East,20,20,19,17,0,0,1,1,East
20,3,East,21,21,21,17,0,0,1,1,East
21,3,East,22,23,23,17,0,0,1,1,West
20,3,West,22,23,21,17,0,0,1,1,West
19,3,West,20,23,19,16,0,0,1,1,West
18,3,West,19,22,17,14,0,0,1,1,West
17,3,West,18,21,17,13,0,0,1,1,West
16,3,West,16,21,15,12,0,0,1,1,West
15,3,West,16,19,13,13,1,0,1,1,West
14,3,West,14,17,12,13,0,0,1,1,West
13,3,West,12,17,12,13,0,0,1,1,West
12,3,West,14,16,14,15,1,0,1,1,West
11,3,West,16,16,14,16,0,0,1,1,West
10,3,West,17,17,15,16,0,0,1,1,West
9,3,West,17,19,17,18,0,0,1,1,West
8,3,West,18,20,17,18,0,0,1,1,West
7,3,West,18,22,18,20,0,0,1,1,West
6,3,West,20,23,18,20,0,0,1,1,West
5,3,West,20,24,18,22,0,0,1,1,West
4,3,West,22,25,18,22,0,0,1,1,West
3,3,West,24,25,20,24,0,0,1,1,West
2,3,West,26,27,21,26,0,0,1,1,West
1,3,West,27,28,23,26,1,0,0,1,North
1,4,North,27,26,22,25,1,1,0,0,North
1,5,North,23,23,21,25,0,1,0,1,East
2,5,East,22,23,19,23,0,0,1,1,East
3,5,East,22,21,17,23,1,0,1,1,East
4,5,East,22,21,17,22,0,0,1,1,East
5,5,East,21,21,15,20,0,0,1,1,East
6,5,East,18,19,14,19,1,0,1,0,North
6,6,North,17,17,13,19,1,1,0,0,North
6,7,North,15,17,12,19,1,1,0,0,North
6,8,North,15,17,12,18,1,1,0,1,North
6,9,North,14,17,10,16,1,1,0,0,North
6,10,North,14,17,10,14,1,1,0,0,North
6,11,North,13,17,9,12,1,1,1,1,North
6,12,North,12,17,9,12,1,1,0,0,North
6,13,North,12,17,8,11,1,1,0,0,North
6,14,North,11,15,8,11,1,1,0,0,North
6,15,North,11,13,8,9,1,1,1,1,North
6,16,North,11,11,10,9,1,1,0,0,North
6,17,North,12,9,10,7,1,1,0,0,North
6,18,North,14,9,10,6,1,1,0,0,North
6,19,North,14,10,11,4,1,1,0,0,North
6,20,North,15,11,12,4,1,1,1,0,North
6,21,North,17,11,12,4,1,1,0,0,North
6,22,North,17,13,14,4,1,1,0,0,North
6,23,North,17,15,14,4,1,1,1,1,East
7,23,East,15,13,14,3,0,0,1,1,East
8,23,East,15,13,14,3,0,0,1,1,East
9,23,East,13,11,14,1,0,1,1,1,East
10,23,East,13,9,14,1,0,0,1,1,East
11,23,East,11,9,13,2,0,0,1,1,East
12,23,East,10,9,12,3,1,0,1,1,East
13,23,East,8,7,10,5,0,0,1,1,East
14,23,East,10,7,8,5,0,0,1,1,East
15,23,East,12,8,9,7,1,0,1,1,East
16,23,East,12,10,10,8,0,0,1,1,West
15,23,West,10,8,8,8,1,0,1,1,West
14,23,West,8,7,6,7,0,0,1,1,West
13,23,West,10,6,7,6,0,0,1,1,West
12,23,West,12,8,7,5,1,0,1,1,West
11,23,West,13,9,7,3,0,0,1,1,West
10,23,West,14,11,7,3,0,0,1,1,West
9,23,West,14,13,8,3,0,1,1,1,West
8,23,West,14,15,10,4,0,0,1,1,West
7,23,West,15,15,11,6,0,0,1,1,West
6,23,West,15,17,11,7,1,1,1,1,West
5,23,West,15,17,13,9,0,0,1,1,West
4,23,West,15,17,13,11,0,0,1,1,West
3,23,West,17,18,13,13,0,0,1,1,West
2,23,West,19,18,15,15,0,0,1,1,West
1,23,West,20,20,18,15,1,1,0,1,East
2,23,East,20,18,18,15,0,0,1,1,East
3,23,East,18,16,18,14,0,0,1,1,East
4,23,East,16,15,16,12,0,0,1,1,East
5,23,East,14,15,16,10,0,0,1,1,East
6,23,East,13,13,14,10,1,1,1,1,East
7,23,East,13,11,14,8,0,0,1,1,East
8,23,East,11,9,14,8,0,0,1,1,East
9,23,East,9,8,12,6,0,1,1,1,East
